Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education
81,Engineering,,,"Pune, India",India,Widowed,1,"Bachelor of Arts/Science, University of Mumbai"
94,"Retail, investments, Self Made",,,"London, United Kingdom",Egypt,Married,5,
49,"Online dating, Self Made",,,"London, United Kingdom",United Kingdom,Single,,
77,"Security, Self Made",,,"Turks and Caicos Islands, Turks and Caicos Islands",United Kingdom,,,
63,"Software, Self Made",,,"Prague, Czech Republic",Czech Republic,Married,2,
67,"Pharmaceuticals, Self Made",,,Germany,Germany,,,
45,"Semiconductors, Self Made",,,"Shangyu, China",China,,,
53,"Stationery, Self Made",,,"Shanghai, China",China,,,
71,Diversified,,,"Bangkok, Thailand",Thailand,,,"Master of Science, University of California, Davis"
70,"Energy, chemicals, Self Made",,,"Hangzhou, China",China,,,
88,"Nutella, chocolates",1,,"Monaco, Monaco",Italy,Widowed,2,
86,"Low-cost airlines, Self Made",,,"Houston, Texas",United States,Married,5,"Bachelor of Arts/Science, Stanford University; LLB, Stanford University"
51,Pharmaceuticals,,,"Monaco, Monaco",Switzerland,Married,,"Bachelor of Arts/Economics, Catholic University of the Sacred Heart"
69,Real estate,2,1,"Rhinebeck, New York",United States,Married,,
47,Mining,,,"London, United Kingdom",Australia,Married,3,"Master of Business Administration, University of Notre Dame"
58,"Technology, Self Made",,,"Hangzhou, China",China,,,
62,"Silicon, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,,,
64,"Amusement parks, Self Made",,,"Hangzhou, China",China,Married,2,
55,"Finance, Self Made",,,"Fort Lauderdale, Florida",United States,,,"Master of Business Administration, University of Miami; Bachelor of Arts/Science, University of Panjab"
60,"Charlotte Hornets, endorsements, Self Made",,,"Jupiter, Florida",United States,Married,5,"Bachelor of Arts/Science, University of North Carolina, Chapel Hill"
78,Real estate,2,1,"New York, New York",United States,Widowed,,
57,"Software, investments, Self Made",,,"Tel Aviv, Israel",Israel,,,
77,"Dental products, Self Made",,,"Helsinki, Finland",Finland,,,
50,"E-commerce, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,,,"Master of Business Administration, Kellogg School of Management; Master of Science in Engineering, Stanford University; Bachelor of Science in Engineering, University of Michigan"
57,"Semiconductor, Self Made",,,"Fuzhou, China",China,,,
40,"TikTok, Self Made",,,"Beijing, China",China,,,"Bachelor of Science, Nankai University"
58,Appliances,,,"Foshan, China",China,,,"Bachelor of Arts/Science, South China University of Technology"
62,"Energy, real estate, Self Made",,,"Linyi, China",China,,,
64,Petrochemicals,,,"Bangkok, Thailand",India,Married,3,
73,"Real estate, Self Made",,,"Ottawa, Canada",Canada,Married,2,"Bachelor of Engineering, Birla Institute of Technology and Science (BITS) - Pilani"
63,"Investments, Self Made",,,"Tel Aviv, Israel",Russia,Widowed,5,"Master of Laws, Moscow State University"
74,Telecom,5,,"Hunts Point, Washington",United States,Married,3,"Bachelor of Arts/Science, Stanford University"
60,"Power equipment, Self Made",,,"Wenzhou, China",China,Married,,
47,"Logistics, Self Made",,,"Shanghai, China",China,Married,,
75,Investments,,,"Singapore, Singapore",Singapore,Married,4,
69,"Mining, Self Made",,,"Brisbane, Australia",Australia,Married,3,
48,"Cybersecurity, Self Made",8,,"Park City, Utah",United States,Married,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Trinity College Connecticut; Doctor of Jurisprudence, University of Chicago"
69,"Hotels, investments",1,,"Missoula, Montana",United States,Divorced,3,
54,"Infrastructure, Self Made",,,"Hyderabad, India",India,Married,2,
46,Mining,,,"Brisbane, Australia",Australia,Married,2,
36,Mining,,,"Sydney, Australia",Australia,Married,,
87,"Banking, credit cards, Self Made",9,5,"Sioux Falls, South Dakota",United States,Divorced,2,"Bachelor of Arts/Science, University of Minnesota"
71,"Engineering, Self Made",,,"Ahmedabad, India",India,Married,2,"Bachelor of Science in Engineering, Indian Institute of Technology"
67,"TV broadcasting, Self Made",,,"Warsaw, Poland",Poland,Divorced,3,
31,Defense Contracting,,,,Czech Republic,Married,1,
68,Cosmetics,,,"Darmstadt, Germany",Germany,Married,1,
69,"Data centers, Self Made",,,"Jakarta, Indonesia",Indonesia,Married,,"Master of Science in Engineering, Rheinisch-Westfälische Technische Hochschule, Aachen, Germany"
78,"Sports, Self Made",,,"Toronto, Canada",Canada,Married,3,"Bachelor of Science, Cornell University"
76,"Investments, Self Made",,,"Bangkok, Thailand",Thailand,Widowed,4,
84,"Banking, insurance, Self Made",,,"Bucharest, Romania",Romania,Single,2,
38,Mining,,,"New York, New York",Australia,Divorced,2,
82,"Plastics, Self Made",8,1,"Ypsilanti, Michigan",United States,Married,4,"Bachelor of Science in Engineering, University of Detroit Mercy"
46,"E-commerce, Self Made",,,,Czech Republic,Divorced,4,
57,"Touch screens, Self Made",,,"Shenzhen, China",China,,,
57,"Semiconductor, Self Made",,,"Beijing, China",China,Married,,
73,"Electronics components, Self Made",,,"Chaozhou, China",China,,,
49,"Software, Self Made",,,"Beijing, China",China,,,
47,"Solar energy equipment, Self Made",,,"Shenzhen, China",China,,,
59,"Healthcare, Self Made",,,"Shanghai, China",China,Married,,"Medical Doctor, Nanjing University of Chinese Medicine"
75,"Forestry, mining",,,"Santiago, Chile",Chile,Married,4,"Bachelor of Arts/Science, Pontificia Universidad de Chile"
56,"Oil & gas, Self Made",,,"Helsinki, Finland",Finland,Married,,
53,"Sports, Self Made",,,"New York, New York",United States,Married,5,The Wharton School at the University of Pennsylvania
87,"Banking, Self Made",,,"Rio de Janeiro, Brazil",Brazil,Married,1,
56,"Oil, gas, Self Made",,,"Irkutsk, Russia",Russia,Married,2,"Master of Science in Engineering, Leningrad Institute of Railway Engineers"
82,Luxury goods,,,"Rome, Italy",Italy,,4,"Diploma, High School"
71,Supermarkets,3,,"San Antonio, Texas",United States,Married,3,
68,Supermarkets,3,,,United States,Married,,
57,"Furniture retailing, Self Made",,,"Shanghai, China",China,Married,,
53,"Stationery, Self Made",,,"Shanghai, China",China,,,
,"Batteries, Self Made",,,"Ningde, China",China,,,
57,"Communication equipment, Self Made",,,"Xiamen, China",China,,,"Bachelor of Arts/Science, Xiamen University"
,Diversified,,,"Bangkok, Thailand",Thailand,,,
74,Diversified,,,"Bangkok, Thailand",Thailand,Married,4,
60,Cargill,1,,"Old Lyme, Connecticut",United States,,1,
57,Coca-Cola bottler,,,"Madrid, Spain",Spain,Married,,
68,Las Vegas Raiders,,,"Henderson, Nevada",United States,,,"Diploma, California State Chico"
64,"Hedge funds, Self Made",8,2,"North Salem, New York",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
,"Medical devices, Self Made",,,"Zhuhai, China",China,,,"Bachelor of Arts/Science, Shanghai University of Finance and Economics; Master of Business Administration, Sun Yat-sen University"
,Auto parts,,,"Landshut, Germany",Germany,,,
73,"Pharmaceuticals, diversified",,,"Istanbul, Turkey",Turkey,Married,2,"Bachelor of Arts/Science, Imperial College London; Master of Science, Massachusetts Institute of Technology"
69,"Pharmaceuticals, diversified",,,"Istanbul, Turkey",Turkey,Married,2,
90,"Airports, investments, Self Made",,,"Buenos Aires, Argentina",Argentina,Single,,
66,Real estate,,,"Hong Kong, Hong Kong",Hong Kong,Married,2,
59,"Cosmetics, Self Made",,,"Kunming, China",Canada,,,
81,Electrical equipment,,,"Delhi, India",India,Married,2,
39,Conglomerate,,,"Wollerau, Switzerland",Norway,Married,2,
81,"Banking, investments, Self Made",,,"Mexico City, Mexico",Mexico,Married,3,"Bachelor of Arts/Science, Ibero-American University"
56,"LinkedIn, Self Made",,,,,,,
64,"Chemicals, Self Made",,,"Jinhua, China",China,,,
64,Storage facilities,,,"Jackson, Wyoming",United States,Married,,"Bachelor of Arts/Science, University of Southern California"
73,"Real estate, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Master of Business Administration, University of South Australia"
64,"Private equity, Self Made",7,,"Naples, Florida",United States,,,"Doctor of Jurisprudence, The University of Chicago; Master of Business Administration, The University of Chicago; Bachelor of Arts/Economics, Williams College"
77,"Investments, Self Made",,,"Santa Monica, California",United States,Married,3,"Bachelor of Arts/Science, Stanford University; Master of Business Administration, University of California, Los Angeles"
46,Diversified,,,"London, United Kingdom",Poland,Divorced,2,"Master, University of Poznan"
61,"Sears, Self Made",9,,"Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Yale University"
error,Diversified,error,error,"Bangkok, Thailand",Thailand,error,error,error
85,Cheese,5,1,"Indian Hills, Colorado",United States,Married,2,"High School Graduate, High School"
61,"Real estate, Self Made",9,,"Monsey, New York",United States,Married,,
56,"Real estate, Self Made",,,"Beijing, China",Hong Kong,Married,,
69,Cargill,1,,"Los Angeles, California",United States,Divorced,3,
62,"Telecom, Self Made",,,"London, United Kingdom",Zimbabwe,Married,6,"Bachelor of Engineering, University of Wales"
90,"Retail, Self Made",,,"Hong Kong, Hong Kong",United Kingdom,Married,3,"Bachelor of Arts/Science, Cornell University"
56,"Price comparison website, Self Made",,,"St. Brelade, Jersey, United Kingdom",United Kingdom,Single,,"Drop Out, Nottingham University"
75,"restaurants, Self Made",,,"Tokyo, Japan",Japan,Married,,
66,Adhesives,,,"Mumbai, India",India,Married,2,
85,Adhesives,,,"Mumbai, India",India,Married,3,
73,"Hotels, investments",1,,"Chicago, Illinois",United States,Divorced,3,"Bachelor of Arts/Science, Loyola University Illinois"
80,"Jewellery, Self Made",,,"Chennai, India",India,Married,,
67,"Kitchen appliances, Self Made",,,"Hangzhou, China",China,Married,,
53,"Hedge funds, Self Made",7,3,"Alpine, New Jersey",United States,Married,4,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
81,"Homebuilding, NFL team, Self Made",,,"Palm Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Ashland University"
,"Photovoltaics, Self Made",,,"Hangzhou, China",China,,,
68,"Diversified, Self Made",,,"Hangzhou, China",China,Married,,
60,"Semiconductors, Self Made",8,,"Jiaxing, China",United States,Married,,
95,"Plastics, Self Made",,,"Tainan, Taiwan",Taiwan,Married,3,
73,"Investments, Self Made",,,"Surabaya, Indonesia",Indonesia,Married,4,
63,Cargill,2,,"Greenwich, Connecticut",United States,Married,3,
71,Diversified,,,"Manila, Philippines",Philippines,,,"Bachelor of Business Administration, Maryknoll College"
60,Paints,,,"Surabaya, Indonesia",Indonesia,Married,4,
65,Construction,,,"Istanbul, Turkey",Turkey,Married,3,"Master of Business Administration, Stanford University"
76,"drugstores, Self Made",,,"Fukuoka, Japan",Japan,,,
90,"Oil and gas, Self Made",,,"Athens, Greece",Greece,,5,
57,Real estate,,,"Bangalore, India",India,Married,4,"Bachelor of Commerce, Bangalore University"
67,"Real estate, Self Made",,,"Zhengzhou, China",China,,,
91,"Retail, Self Made",,,"Zhengzhou, China",Taiwan,Married,3,National Taitung University
80,Campbell Soup,,,"Hobe Sound, Florida",United States,Divorced,4,"Bachelor of Arts/Science, University of Paris"
72,Pharmaceuticals,,,"Nanjing, China",China,Widowed,,
88,"Chemicals, logistics, Self Made",,,"Hangzhou, China",China,Married,2,
66,"Precious metals, real estate, Self Made",,,Israel,Russia,Married,7,
68,"Oil, banking, Self Made",,,"Beijing, China",China,Married,3,"Bachelor of Arts/Science, Harbin Engineering University; Master of Science, Harbin Institute of Technology"
71,Chemicals,3,2,"Charleston, South Carolina",United States,Widowed,3,"Bachelor of Arts/Science, University of Florida; Master of Arts, University of North Florida"
43,"Software, Self Made",,,"Sydney, Australia",Australia,Married,,"Bachelor of Law, University of Melbourne"
51,Home furnishings,,,United Kingdom,United Kingdom,,,
75,"Hotels, diversified, Self Made",,,"Doha, Qatar",Qatar,Married,10,
80,"Sports team, Self Made",8,1,"Houston, Texas",United States,Divorced,1,"Bachelor of Arts/Science, New York University; Doctor of Jurisprudence, Western State University College of Law"
57,"home sales, Self Made",,,"Tokyo, Japan",Japan,,,
49,"Fashion retail, investments",,,"Treviso, Italy",Italy,Married,3,
60,"Internet, Self Made",,,"Delhi, India",India,Married,2,"Master of Business Administration, Indian Institute of Management, Ahmedabad; Bachelor of Arts/Economics, St Stephen's College (India)"
59,"Hedge funds, Self Made",,,"New York, New York",United States,Married,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Yale University"
78,Oil & gas,,,"Manantiales, Uruguay",Argentina,Married,7,
74,"Dairy, Self Made",,,"Chennai, India",India,Married,2,
68,Diversified,,,"Kathmandu, Nepal",Nepal,Married,3,
43,"Software, Self Made",,,"San Francisco, California",United States,Married,,"Bachelor of Arts/Science, Harvard University"
62,"Apple, Self Made",,,"Cupertino, California",United States,,,"Master of Business Administration, Fuqua School of Business"
62,"Finance, Self Made",,,"London, United Kingdom",United Kingdom,,,
68,"TV programs, Self Made",,,"Blaricum, Netherlands",Netherlands,Single,1,
61,Construction,,,"Madrid, Spain",Spain,,,"Master of Business Administration, INSEAD; Bachelor of Engineering, Polytechnic University of Madrid"
59,"Software, Self Made",,,"Beijing, China",China,,,
79,"Pharmaceuticals, Self Made",8,1,"Clearwater, Florida",United States,Married,8,"Drop Out, University of California, Los Angeles; Drop Out, University of California, Santa Barbara"
78,"Nascar, racing",4,,"Daytona Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Florida Southern College"
86,"Pharmaceuticals, Self Made",8,3,"Miami Beach, Florida",United States,Married,,"Bachelor of Arts/Science, University of Pennsylvania; Medical Doctor, Yeshiva U Albert Einstein College of Medicine"
77,Insurance,,,"Sao Paulo, Brazil",Brazil,Divorced,2,"Master of Business Administration, Fundacao Getulio Vargas; Bachelor of Arts/Science, Universidade de Sao Paulo"
80,Salsa,,,"San Antonio, Texas",United States,Married,1,"Bachelor of Arts/Science, Trinity University"
87,Pharmaceuticals,,,"Mumbai, India",India,Married,,"Doctorate, University of Cambridge"
58,"Hedge funds, Self Made",,,"New York, New York",United States,,,"Bachelor of Arts/Science, Villanova University"
63,"Real estate, Self Made",,,"Hangzhou, China",China,Married,,"Bachelor of Arts/Science, Wenzhou Normal College"
73,"Auto parts, Self Made",,,"Shanghai, China",China,Married,,
58,"Pharmaceuticals, Self Made",,,"Changchun, China",China,Married,,
68,"Medical equipment, Self Made",,,"Beijing, China",China,Married,,
47,"Software, Self Made",,,"Peyia, Cyprus",Cyprus,Married,1,"Master of Science, Saint Petersburg State University"
45,LG,,,"Seoul, South Korea",South Korea,Married,,"Bachelor of Arts/Science, Rochester Institute of Technology; Master, Stanford Graduate School of Business"
